inst_141635 RESOURCE22351
CLB5681 RESOURCE5590
CLB5081 RESOURCE4057
CLB18494 RESOURCE39395
CLB7089 RESOURCE28094
CLB5957 RESOURCE10474
CLB18465 RESOURCE43990
CLB6283 RESOURCE22540
CLB17728 RESOURCE32977
CLB7189 RESOURCE14113
CLB6504 RESOURCE20051
CLB9603 RESOURCE41312
CLB17733 RESOURCE31063
CLB14751 RESOURCE33459
CLB7224 RESOURCE15644
CLB5085 RESOURCE4058
CLB6022 RESOURCE6069
CLB6313 RESOURCE23978
CLB5103 RESOURCE1662
CLB5091 RESOURCE3578
CLB10740 RESOURCE40834
CLB7205 RESOURCE15166
CLB18469 RESOURCE45045
CLB18540 RESOURCE41886
CLB17769 RESOURCE34032
CLB6328 RESOURCE25894
CLB17710 RESOURCE32499
CLB6325 RESOURCE26372
CLB17714 RESOURCE32500
CLB79 RESOURCE50408
CLB5053 RESOURCE1183
CLB12784 RESOURCE35469
CLB7119 RESOURCE16124
CLB18646 RESOURCE46481
CLB6488 RESOURCE25415
CLB6052 RESOURCE5016
CLB17812 RESOURCE30585
CLB275 RESOURCE47439
CLB5910 RESOURCE9037
CLB10774 RESOURCE38917
CLB10738 RESOURCE39396
CLB8951 RESOURCE43512
CLB6294 RESOURCE23979
CLB7222 RESOURCE14688
CLB7488 RESOURCE16603
CLB5994 RESOURCE9995
CLB280 RESOURCE47440
CLB7263 RESOURCE16125
CLB17754 RESOURCE35948
CLB1502 RESOURCE45523
CLB8458 RESOURCE30106
CLB17755 RESOURCE36428
CLB9629 RESOURCE41313
CLB5079 RESOURCE3579
CLB17727 RESOURCE32022
CLB5046 RESOURCE705
CLB6276 RESOURCE21488
CLB53 RESOURCE49930
CLB5048 RESOURCE1184
CLB5088 RESOURCE4056
CLB11708 RESOURCE37960
CLB11734 RESOURCE38918
CLB18541 RESOURCE41887
CLB17719 RESOURCE31543
CLB17772 RESOURCE35470
CLB17721 RESOURCE31544
CLB5096 RESOURCE2620
CLB5068 RESOURCE704
CLB17785 RESOURCE29626
CLB18644 RESOURCE46002
CLB313 RESOURCE48397
CLB5956 RESOURCE9996
CLB18121 RESOURCE28574
CLB5955 RESOURCE9516
CLB17778 RESOURCE34511
CLB7186 RESOURCE14114
CLB11443 RESOURCE36907
CLB17805 RESOURCE31064
CLB6306 RESOURCE21009
CLB18126 RESOURCE29053
CLB6042 RESOURCE5591
CLB6025 RESOURCE7027
CLB5057 RESOURCE2142
CLB7039 RESOURCE28095
CLB18502 RESOURCE43513
CLB18643 RESOURCE46003
CLB18467 RESOURCE45046
CLB6521 RESOURCE25416
CLB5972 RESOURCE7985
CLB17712 RESOURCE32501
CLB9593 RESOURCE41314
CLB17810 RESOURCE31065
CLB14790 RESOURCE34512
CLB5071 RESOURCE1185
CLB5909 RESOURCE8464
CLB6420 RESOURCE21968
CLB17718 RESOURCE32023
CLB18542 RESOURCE43034
CLB10741 RESOURCE39876
CLB7117 RESOURCE16604
CLB8461 RESOURCE30586
CLB18468 RESOURCE45524
CLB7262 RESOURCE15646
CLB8460 RESOURCE30105
CLB6036 RESOURCE6070
CLB6119 RESOURCE12677
CLB18653 RESOURCE46961
CLB6549 RESOURCE20052
CLB18645 RESOURCE46004
CLB17713 RESOURCE32981
CLB14239 RESOURCE32502
CLB6559 RESOURCE19094
CLB5898 RESOURCE7986
CLB11376 RESOURCE36906
CLB84 RESOURCE51367
CLB5913 RESOURCE10954
CLB6285 RESOURCE23980
CLB11745 RESOURCE38919
CLB5094 RESOURCE5592
CLB6591 RESOURCE18041
CLB14701 RESOURCE33460
CLB9594 RESOURCE40835
CLB18122 RESOURCE29054
CLB6510 RESOURCE25417
CLB17803 RESOURCE30107
CLB6014 RESOURCE7506
CLB11666 RESOURCE38440
CLB12807 RESOURCE35471
CLB50 RESOURCE50409
CLB18657 RESOURCE47441
CLB17780 RESOURCE34991
CLB10836 RESOURCE39398
CLB17698 RESOURCE34033
CLB8472 RESOURCE31066
CLB7227 RESOURCE16126
CLB5080 RESOURCE2621
CLB10820 RESOURCE39397
CLB18128 RESOURCE28575
CLB5687 RESOURCE7987
CLB6312 RESOURCE24459
CLB6282 RESOURCE22542
CLB5915 RESOURCE10475
CLB18459 RESOURCE44567
CLB6499 RESOURCE26949
CLB18127 RESOURCE28576
CLB5954 RESOURCE9997
CLB1529 RESOURCE45047
CLB11360 RESOURCE36908
CLB7177 RESOURCE43993
CLB6575 RESOURCE18042
CLB17775 RESOURCE35950
CLB18648 RESOURCE46483
CLB5669 RESOURCE6549
CLB6053 RESOURCE5017
CLB5064 RESOURCE3580
CLB5680 RESOURCE7028
CLB18543 RESOURCE43514
CLB290 RESOURCE48399
CLB6244 RESOURCE24938
CLB17824 RESOURCE31545
CLB51 RESOURCE50889
CLB5060 RESOURCE706
CLB6508 RESOURCE24939
CLB6281 RESOURCE21490
CLB6324 RESOURCE26375
CLB9450 RESOURCE41888
CLB7090 RESOURCE44568
CLB7298 RESOURCE16127
CLB6307 RESOURCE19574
CLB7187 RESOURCE14690
CLB5963 RESOURCE7029
CLB5988 RESOURCE11529
CLB11688 RESOURCE38920
CLB17804 RESOURCE30587
CLB17757 RESOURCE35951
CLB11676 RESOURCE36909
CLB6011 RESOURCE6550
CLB6015 RESOURCE8466
CLB9502 RESOURCE41889
CLB5037 RESOURCE2144
CLB5682 RESOURCE7988
CLB6587 RESOURCE18043
CLB6037 RESOURCE6071
CLB14676 RESOURCE32982
CLB18458 RESOURCE45048
CLB18466 RESOURCE45525
CLB5974 RESOURCE9040
CLB14772 RESOURCE34513
CLB18634 RESOURCE42368
CLB6554 RESOURCE19095
CLB18633 RESOURCE41890
CLB7315 RESOURCE16605
CLB283 RESOURCE48973
CLB7070 RESOURCE27428
CLB17800 RESOURCE30588
CLB17751 RESOURCE34035
CLB4615 RESOURCE1186
CLB18125 RESOURCE29055
CLB11657 RESOURCE37961
CLB10737 RESOURCE40357
CLB17731 RESOURCE32503
CLB5083 RESOURCE3101
CLB5990 RESOURCE9998
CLB6363 RESOURCE18521
CLB5077 RESOURCE5018
CLB6500 RESOURCE27429
CLB18124 RESOURCE29629
CLB17701 RESOURCE32983
CLB8987 RESOURCE43035
CLB18460 RESOURCE45526
CLB8437 RESOURCE30108
CLB284 RESOURCE49452
CLB17821 RESOURCE32024
CLB6991 RESOURCE44566
CLB5908 RESOURCE9518
CLB82 RESOURCE50890
CLB17809 RESOURCE30109
CLB7238 RESOURCE15168
CLB4614 RESOURCE228
CLB5686 RESOURCE8465
CLB17763 RESOURCE35472
CLB1524 RESOURCE46005
CLB5672 RESOURCE6548
CLB6419 RESOURCE21491
CLB7204 RESOURCE15647
CLB5685 RESOURCE8467
CLB5065 RESOURCE2143
CLB14759 RESOURCE34514
CLB6616 RESOURCE24460
CLB7206 RESOURCE16128
CLB7316 RESOURCE17084
CLB49 RESOURCE51369
CLB11726 RESOURCE36430
CLB11647 RESOURCE38441
CLB47 RESOURCE50888
CLB5044 RESOURCE1665
CLB6303 RESOURCE20533
CLB17779 RESOURCE34993
CLB14706 RESOURCE34036
CLB6274 RESOURCE23502
CLB302 RESOURCE50891
CLB48 RESOURCE50410
CLB11999 RESOURCE39399
CLB5900 RESOURCE9519
CLB6054 RESOURCE6072
CLB14811 RESOURCE36431
CLB5082 RESOURCE3581
CLB6116 RESOURCE12679
CLB17801 RESOURCE31067
CLB6310 RESOURCE23503
CLB18452 RESOURCE43994
CLB17806 RESOURCE31546
CLB9427 RESOURCE42369
CLB83 RESOURCE51370
CLB7047 RESOURCE45527
CLB18654 RESOURCE47921
CLB17760 RESOURCE35473
CLB8846 RESOURCE43995
CLB14675 RESOURCE33462
CLB5074 RESOURCE4539
CLB9590 RESOURCE41315
CLB6304 RESOURCE20054
CLB11714 RESOURCE37962
CLB9659 RESOURCE40836
CLB18444 RESOURCE44569
CLB17808 RESOURCE29628
CLB9599 RESOURCE40837
CLB17773 RESOURCE36429
CLB5078 RESOURCE5593
CLB18659 RESOURCE47443
CLB7022 RESOURCE28098
CLB303 RESOURCE51368
CLB6243 RESOURCE25419
CLB18655 RESOURCE47922
CLB5072 RESOURCE2624
CLB5062 RESOURCE3102
CLB18464 RESOURCE45528
CLB5092 RESOURCE5019
CLB5975 RESOURCE9999
CLB10810 RESOURCE40358
CLB5670 RESOURCE7509
CLB6247 RESOURCE25897
CLB18461 RESOURCE46006
CLB5673 RESOURCE7989
CLB285 RESOURCE48975
CLB7140 RESOURCE44570
CLB18652 RESOURCE46484
CLB17823 RESOURCE32025
CLB17749 RESOURCE34515
CLB5911 RESOURCE10477
CLB5622 RESOURCE6551
CLB17758 RESOURCE37484
CLB7091 RESOURCE19097
CLB18443 RESOURCE45049
CLB5977 RESOURCE10000
CLB7221 RESOURCE15170
CLB7081 RESOURCE43992
CLB7209 RESOURCE15171
CLB5989 RESOURCE10957
CLB10755 RESOURCE39879
CLB5624 RESOURCE7030
CLB5976 RESOURCE10479
CLB17759 RESOURCE35952
CLB5050 RESOURCE3582
CLB5899 RESOURCE9520
CLB6950 RESOURCE46007
CLB18129 RESOURCE29056
CLB5047 RESOURCE3103
CLB6308 RESOURCE23504
CLB9158 RESOURCE41891
CLB8945 RESOURCE43516
CLB18457 RESOURCE44571
CLB17781 RESOURCE34994
CLB5075 RESOURCE5020
CLB8425 RESOURCE30589
CLB6552 RESOURCE19098
CLB7318 RESOURCE17086
CLB18160 RESOURCE30110
CLB6275 RESOURCE24461
CLB5034 RESOURCE3104
CLB6423 RESOURCE22545
CLB11656 RESOURCE37963
CLB17825 RESOURCE32504
CLB294 RESOURCE49454
CLB6424 RESOURCE23024
CLB5049 RESOURCE1187
CLB6486 RESOURCE26951
CLB5093 RESOURCE5021
CLB14814 RESOURCE36910
CLB6565 RESOURCE20534
CLB4613 RESOURCE1188
CLB7314 RESOURCE17565
CLB17747 RESOURCE34995
CLB7980 RESOURCE16129
CLB6414 RESOURCE20056
CLB8457 RESOURCE32026
CLB305 RESOURCE50892
CLB17750 RESOURCE34516
CLB5042 RESOURCE2625
CLB10837 RESOURCE39400
CLB17807 RESOURCE31547
CLB18656 RESOURCE47923
CLB18154 RESOURCE29630
CLB5035 RESOURCE4061
CLB4593 RESOURCE707
CLB14767 RESOURCE35474
CLB6366 RESOURCE23025
CLB14729 RESOURCE34517
CLB7056 RESOURCE28099
CLB17802 RESOURCE31068
CLB5067 RESOURCE5594
CLB287 RESOURCE49934
CLB6370 RESOURCE20055
CLB5066 RESOURCE4540
CLB17762 RESOURCE35953
CLB4608 RESOURCE708
CLB6568 RESOURCE21493
CLB10739 RESOURCE40838
CLB14677 RESOURCE34038
CLB7464 RESOURCE13639
CLB6492 RESOURCE26376
CLB8424 RESOURCE31069
CLB11749 RESOURCE37964
CLB286 RESOURCE48976
CLB6302 RESOURCE21972
CLB8854 RESOURCE43517
CLB6580 RESOURCE21973
CLB14700 RESOURCE34037
CLB18449 RESOURCE45050
CLB8423 RESOURCE31548
CLB7174 RESOURCE43996
CLB6291 RESOURCE25420
CLB18663 RESOURCE47924
CLB9584 RESOURCE41316
CLB7106 RESOURCE18524
CLB18153 RESOURCE30111
CLB6613 RESOURCE24941
CLB1520 RESOURCE46965
CLB7023 RESOURCE28100
CLB8466 RESOURCE32505
CLB8839 RESOURCE44572
CLB1497 RESOURCE48403
CLB18445 RESOURCE45529
CLB17822 RESOURCE32984
CLB308 RESOURCE50413
CLB7976 RESOURCE18045
CLB295 RESOURCE50893
CLB5036 RESOURCE3105
CLB9153 RESOURCE42370
CLB5912 RESOURCE12011
CLB6309 RESOURCE23983
CLB18662 RESOURCE47925
CLB7074 RESOURCE45051
CLB14671 RESOURCE33463
CLB6322 RESOURCE22546
CLB18661 RESOURCE47444
CLB5043 RESOURCE1667
CLB17746 RESOURCE34996
CLB4603 RESOURCE230
CLB18463 RESOURCE46486
CLB6367 RESOURCE23026
CLB9432 RESOURCE41892
CLB18660 RESOURCE47445
CLB6301 RESOURCE21494
CLB18155 RESOURCE29632
CLB5890 RESOURCE10958
CLB7057 RESOURCE28578
CLB7188 RESOURCE15172
CLB6284 RESOURCE24942
CLB8434 RESOURCE32027
CLB18439 RESOURCE46008
CLB5907 RESOURCE11532
CLB4610 RESOURCE1668
CLB6553 RESOURCE19578
CLB7616 RESOURCE38444
CLB8416 RESOURCE30590
CLB307 RESOURCE50894
CLB5966 RESOURCE8468
CLB17734 RESOURCE34039
CLB6246 RESOURCE25899
CLB288 RESOURCE49456
CLB11668 RESOURCE38445
CLB5029 RESOURCE5022
CLB5033 RESOURCE4062
CLB18454 RESOURCE46966
CLB5668 RESOURCE7990
CLB17826 RESOURCE32506
CLB8383 RESOURCE30591
CLB289 RESOURCE49457
CLB18159 RESOURCE31070
CLB6496 RESOURCE27432
CLB17774 RESOURCE36432
CLB4612 RESOURCE231
CLB18448 RESOURCE44573
CLB5038 RESOURCE3106
CLB17660 RESOURCE36911
CLB5674 RESOURCE6553
CLB18462 RESOURCE46487
CLB14696 RESOURCE34518
CLB11653 RESOURCE39402
CLB7254 RESOURCE16609
CLB7296 RESOURCE17568
CLB10763 RESOURCE41317
CLB5113 RESOURCE6554
CLB6604 RESOURCE21495
CLB18166 RESOURCE32028
CLB11667 RESOURCE38923
CLB5902 RESOURCE10959
CLB6466 RESOURCE28101
CLB6674 RESOURCE21015
CLB5891 RESOURCE10960
CLB6286 RESOURCE24943
CLB7297 RESOURCE17567
CLB14809 RESOURCE36912
CLB11661 RESOURCE38924
CLB6487 RESOURCE26953
CLB7024 RESOURCE29058
CLB17828 RESOURCE32986
CLB6369 RESOURCE21016
CLB6124 RESOURCE13162
CLB7158 RESOURCE45052
CLB7218 RESOURCE15173
CLB17739 RESOURCE34040
CLB5914 RESOURCE12683
CLB6253 RESOURCE26954
CLB292 RESOURCE49935
CLB6489 RESOURCE26952
CLB6570 RESOURCE21017
CLB11891 RESOURCE39881
CLB17748 RESOURCE35475
CLB4611 RESOURCE2627
CLB18664 RESOURCE48404
CLB17700 RESOURCE35954
CLB4609 RESOURCE232
CLB8843 RESOURCE43998
CLB5677 RESOURCE9043
CLB6249 RESOURCE25900
CLB17736 RESOURCE34519
CLB14793 RESOURCE36913
CLB18165 RESOURCE32029
CLB6412 RESOURCE20058
CLB18447 RESOURCE46009
CLB6596 RESOURCE19099
CLB7317 RESOURCE18526
CLB296 RESOURCE50415
CLB18152 RESOURCE30112
CLB6118 RESOURCE13163
CLB18446 RESOURCE46010
CLB293 RESOURCE49936
CLB7294 RESOURCE17569
CLB6288 RESOURCE24464
CLB6117 RESOURCE14119
CLB4622 RESOURCE711
CLB5667 RESOURCE8470
CLB9055 RESOURCE43041
CLB17742 RESOURCE34041
CLB8001 RESOURCE17088
CLB5996 RESOURCE13161
CLB310 RESOURCE51373
CLB11762 RESOURCE38446
CLB8883 RESOURCE43999
CLB18456 RESOURCE45530
CLB7240 RESOURCE16610
CLB1521 RESOURCE47926
CLB7219 RESOURCE16611
CLB11655 RESOURCE38925
CLB5030 RESOURCE4064
CLB7291 RESOURCE17089
CLB6150 RESOURCE15652
CLB18473 RESOURCE47446
CLB309 RESOURCE51374
CLB18636 RESOURCE45531
CLB18470 RESOURCE46967
CLB17776 RESOURCE37966
CLB6614 RESOURCE26380
CLB4602 RESOURCE712
CLB7075 RESOURCE45532
CLB6375 RESOURCE23986
CLB6421 RESOURCE23985
CLB4601 RESOURCE233
CLB4598 RESOURCE1191
CLB18135 RESOURCE31550
CLB9039 RESOURCE43520
CLB14788 RESOURCE36914
CLB14709 RESOURCE35477
CLB4595 RESOURCE1190
CLB8419 RESOURCE32030
CLB6858 RESOURCE46968
CLB5028 RESOURCE5598
CLB17681 RESOURCE36915
CLB6305 RESOURCE22549
CLB4618 RESOURCE234
CLB17830 RESOURCE33466
CLB5671 RESOURCE8471
CLB18134 RESOURCE29634
CLB18157 RESOURCE30592
CLB10865 RESOURCE39883
CLB6289 RESOURCE24944
CLB18151 RESOURCE30593
CLB11950 RESOURCE40841
CLB9043 RESOURCE43042
CLB18453 RESOURCE46488
CLB5656 RESOURCE9524
CLB6311 RESOURCE24465
CLB6593 RESOURCE20538
CLB9857 RESOURCE40362
CLB6110 RESOURCE14120
CLB18158 RESOURCE31551
CLB5655 RESOURCE9523
CLB17777 RESOURCE37967
CLB9040 RESOURCE43521
CLB4597 RESOURCE2628
CLB7217 RESOURCE16132
CLB9285 RESOURCE41319
CLB17829 RESOURCE33465
CLB10870 RESOURCE39884
CLB7157 RESOURCE49937
CLB5896 RESOURCE10961
CLB18441 RESOURCE46489
CLB6517 RESOURCE23987
CLB18161 RESOURCE31549
CLB6373 RESOURCE23507
CLB18372 RESOURCE28581
CLB8475 RESOURCE34042
CLB6125 RESOURCE15174
CLB5041 RESOURCE4065
CLB6648 RESOURCE28103
CLB17657 RESOURCE37968
CLB17682 RESOURCE36434
CLB17738 RESOURCE35478
CLB6571 RESOURCE28102
CLB4627 RESOURCE3107
CLB17737 RESOURCE34998
CLB311 RESOURCE51853
CLB17745 RESOURCE35957
CLB18150 RESOURCE31071
CLB14799 RESOURCE37489
CLB5122 RESOURCE6076
CLB6122 RESOURCE13164
CLB298 RESOURCE51375
CLB6248 RESOURCE26955
CLB5628 RESOURCE8472
CLB17735 RESOURCE34520
CLB5679 RESOURCE7992
CLB5903 RESOURCE11535
CLB4594 RESOURCE3108
CLB5024 RESOURCE5023
CLB5019 RESOURCE6556
CLB17743 RESOURCE35476
CLB6287 RESOURCE25902
CLB6594 RESOURCE21018
CLB17663 RESOURCE37488
CLB18130 RESOURCE30113
CLB18440 RESOURCE46011
CLB5058 RESOURCE4066
CLB5016 RESOURCE5599
CLB6597 RESOURCE20059
CLB8838 RESOURCE44574
CLB18162 RESOURCE33467
CLB9063 RESOURCE43043
CLB6207 RESOURCE47927
CLB17686 RESOURCE36436
CLB18131 RESOURCE30114
CLB5657 RESOURCE10962
CLB6374 RESOURCE24466
CLB8418 RESOURCE32509
CLB17687 RESOURCE36437
CLB6320 RESOURCE23029
CLB5916 RESOURCE12685
CLB5842 RESOURCE14122
CLB6318 RESOURCE23028
CLB11662 RESOURCE39404
CLB17658 RESOURCE38447
CLB5027 RESOURCE4545
CLB4591 RESOURCE2150
CLB8491 RESOURCE34521
CLB8396 RESOURCE32510
CLB6101 RESOURCE14696
CLB299 RESOURCE51376
CLB7178 RESOURCE45053
CLB14707 RESOURCE35958
CLB17674 RESOURCE36916
CLB6109 RESOURCE14123
CLB5124 RESOURCE7993
CLB5015 RESOURCE5597
CLB6656 RESOURCE27435
CLB8358 RESOURCE31552
CLB10169 RESOURCE41321
CLB18373 RESOURCE29635
CLB17656 RESOURCE37490
CLB6319 RESOURCE23988
CLB5676 RESOURCE9046
CLB9851 RESOURCE39885
CLB6644 RESOURCE26956
CLB11868 RESOURCE38448
CLB18371 RESOURCE29061
CLB18149 RESOURCE32031
CLB6422 RESOURCE24945
CLB5115 RESOURCE7994
CLB6120 RESOURCE13643
CLB5683 RESOURCE9047
CLB5648 RESOURCE10484
CLB17653 RESOURCE38926
CLB4605 RESOURCE713
CLB300 RESOURCE51855
CLB4599 RESOURCE1193
CLB18474 RESOURCE48406
CLB6598 RESOURCE20540
CLB6137 RESOURCE16613
CLB7299 RESOURCE20539
CLB17695 RESOURCE35959
CLB7223 RESOURCE17091
CLB17685 RESOURCE36435
CLB9046 RESOURCE43522
CLB7300 RESOURCE21019
CLB5040 RESOURCE3588
CLB6505 RESOURCE26382
CLB8443 RESOURCE33468
CLB17662 RESOURCE37969
CLB5906 RESOURCE12014
CLB5653 RESOURCE9526
CLB18164 RESOURCE32989
CLB18133 RESOURCE30115
CLB18442 RESOURCE46970
CLB18369 RESOURCE29062
CLB8836 RESOURCE45054
CLB6411 RESOURCE21497
CLB17827 RESOURCE34043
CLB7273 RESOURCE18050
CLB18455 RESOURCE46971
CLB7220 RESOURCE17092
CLB14704 RESOURCE36438
CLB6995 RESOURCE46012
CLB8369 RESOURCE32511
CLB9850 RESOURCE41322
CLB10182 RESOURCE40843
CLB9859 RESOURCE39405
CLB6155 RESOURCE47928
CLB5117 RESOURCE8473
CLB18143 RESOURCE31553
CLB18163 RESOURCE32990
CLB6643 RESOURCE26957
CLB14737 RESOURCE36917
CLB5022 RESOURCE5024
CLB18365 RESOURCE30116
CLB18136 RESOURCE31073
CLB7301 RESOURCE21498
CLB5014 RESOURCE6557
CLB17664 RESOURCE38449
CLB17741 RESOURCE35479
CLB9426 RESOURCE42375
CLB5020 RESOURCE7515
CLB18144 RESOURCE30594
CLB7272 RESOURCE18051
CLB5727 RESOURCE12016
CLB18132 RESOURCE31074
CLB6400 RESOURCE24467
CLB5017 RESOURCE7036
CLB17744 RESOURCE35480
CLB4600 RESOURCE1672
CLB14710 RESOURCE36439
CLB6469 RESOURCE28104
CLB4589 RESOURCE3110
CLB9846 RESOURCE40364
CLB9132 RESOURCE43044
CLB6632 RESOURCE26958
CLB7292 RESOURCE18529
CLB18472 RESOURCE48407
CLB17689 RESOURCE36918
CLB17680 RESOURCE38450
CLB8209 RESOURCE30595
CLB17836 RESOURCE34522
CLB17655 RESOURCE39406
CLB5095 RESOURCE7037
CLB11913 RESOURCE38928
CLB7293 RESOURCE16614
CLB4607 RESOURCE1194
CLB17669 RESOURCE37491
CLB7105 RESOURCE51377
CLB6372 RESOURCE23031
CLB5904 RESOURCE12015
CLB6525 RESOURCE23032
CLB5716 RESOURCE12017
CLB17667 RESOURCE37970
CLB17659 RESOURCE38929
CLB4590 RESOURCE3109
CLB6514 RESOURCE25426
CLB7333 RESOURCE20061
CLB6599 RESOURCE21977
CLB17697 RESOURCE36440
CLB7249 RESOURCE18052
CLB17840 RESOURCE35001
CLB7986 RESOURCE29636
CLB11855 RESOURCE41898
CLB5039 RESOURCE4067
CLB6102 RESOURCE15177
CLB5678 RESOURCE9048
CLB18168 RESOURCE32991
CLB6493 RESOURCE28105
CLB18450 RESOURCE47450
CLB14674 RESOURCE35481
CLB14733 RESOURCE36919
CLB5026 RESOURCE5026
CLB6115 RESOURCE13165
CLB6317 RESOURCE23510
CLB5018 RESOURCE6079
CLB14744 RESOURCE37493
CLB6605 RESOURCE23511
CLB5665 RESOURCE9049
CLB5684 RESOURCE10963
CLB6600 RESOURCE21020
CLB6624 RESOURCE26959
CLB17665 RESOURCE39886
CLB18156 RESOURCE32512
CLB14672 RESOURCE35002
CLB7277 RESOURCE19105
CLB6641 RESOURCE28106
CLB8907 RESOURCE45534
CLB6121 RESOURCE14124
CLB5711 RESOURCE49461
CLB9519 RESOURCE41897
CLB6170 RESOURCE46972
CLB5700 RESOURCE49462
CLB6126 RESOURCE12687
CLB7287 RESOURCE18530
CLB11878 RESOURCE38927
CLB17696 RESOURCE35960
CLB8211 RESOURCE30596
CLB5840 RESOURCE14698
CLB5918 RESOURCE13166
CLB14774 RESOURCE37492
CLB18367 RESOURCE29637
CLB18141 RESOURCE31554
CLB9107 RESOURCE43523
CLB6405 RESOURCE23030
CLB6606 RESOURCE22551
CLB17837 RESOURCE34523
CLB17838 RESOURCE34524
CLB8445 RESOURCE35003
CLB6165 RESOURCE46491
CLB14694 RESOURCE35961
CLB6146 RESOURCE47929
CLB8967 RESOURCE44003
CLB18360 RESOURCE30117
CLB7320 RESOURCE19583
CLB5689 RESOURCE11538
CLB5625 RESOURCE9528
CLB4616 RESOURCE236
CLB7308 RESOURCE19584
CLB9955 RESOURCE39407
CLB14711 RESOURCE36920
CLB8687 RESOURCE43045
CLB5649 RESOURCE10486
CLB14771 RESOURCE37972
CLB17688 RESOURCE37494
CLB5021 RESOURCE8475
CLB5031 RESOURCE7517
CLB6407 RESOURCE22553
CLB18471 RESOURCE48408
CLB8832 RESOURCE45535
CLB17675 RESOURCE37971
CLB1510 RESOURCE50419
CLB6540 RESOURCE25905
CLB6391 RESOURCE24947
CLB17654 RESOURCE39408
CLB4604 RESOURCE1195
CLB4586 RESOURCE3111
CLB4998 RESOURCE7038
CLB5923 RESOURCE13645
CLB18167 RESOURCE33470
CLB18366 RESOURCE30118
CLB8225 RESOURCE31555
CLB6103 RESOURCE15657
CLB8422 RESOURCE34044
CLB9601 RESOURCE44577
CLB18138 RESOURCE32034
CLB6490 RESOURCE28107
CLB18451 RESOURCE47930
CLB5708 RESOURCE12018
CLB6149 RESOURCE13167
CLB17676 RESOURCE37973
CLB4997 RESOURCE7996
CLB5654 RESOURCE9529
CLB5905 RESOURCE13168
CLB5712 RESOURCE49463
CLB18170 RESOURCE34045
CLB9849 RESOURCE40366
CLB6315 RESOURCE24948
CLB17834 RESOURCE35482
CLB8464 RESOURCE35004
CLB8431 RESOURCE34046
CLB7118 RESOURCE21500
CLB5638 RESOURCE10487
CLB14717 RESOURCE36921
CLB4617 RESOURCE716
CLB5023 RESOURCE5601
CLB9848 RESOURCE40846
CLB17679 RESOURCE38451
CLB6298 RESOURCE28108
CLB17839 RESOURCE35483
CLB7972 RESOURCE21021
CLB6395 RESOURCE23991
CLB5025 RESOURCE5602
CLB6154 RESOURCE47451
CLB17673 RESOURCE38452
CLB4582 RESOURCE2632
CLB17678 RESOURCE38930
CLB18139 RESOURCE31556
CLB8177 RESOURCE30597
CLB5696 RESOURCE49464
CLB6541 RESOURCE26385
CLB5934 RESOURCE13646
CLB9855 RESOURCE41324
CLB7073 RESOURCE50899
CLB6612 RESOURCE22554
CLB8501 RESOURCE46014
CLB6129 RESOURCE17574
CLB5114 RESOURCE8476
CLB5013 RESOURCE7039
CLB7107 RESOURCE46494
CLB4641 RESOURCE5028
CLB5704 RESOURCE49942
CLB10576 RESOURCE39409
CLB5725 RESOURCE50421
CLB5715 RESOURCE12689
CLB5658 RESOURCE11540
CLB8837 RESOURCE45057
CLB6494 RESOURCE28587
CLB17835 RESOURCE35000
CLB6413 RESOURCE20543
CLB4993 RESOURCE6560
CLB4581 RESOURCE2633
CLB18171 RESOURCE33471
CLB5919 RESOURCE14125
CLB5839 RESOURCE15658
CLB14748 RESOURCE37495
CLB6623 RESOURCE27439
CLB5694 RESOURCE49943
CLB14703 RESOURCE36922
CLB18145 RESOURCE32513
CLB4606 RESOURCE1675
CLB6404 RESOURCE23512
CLB17683 RESOURCE37974
CLB14747 RESOURCE38453
CLB8848 RESOURCE44578
CLB6127 RESOURCE17095
CLB9596 RESOURCE41899
CLB4592 RESOURCE4550
CLB4633 RESOURCE238
CLB5621 RESOURCE9050
CLB18147 RESOURCE32514
CLB8683 RESOURCE43046
CLB8880 RESOURCE44579
CLB14728 RESOURCE37496
CLB8879 RESOURCE46495
CLB18140 RESOURCE32035
CLB18142 RESOURCE32992
CLB18137 RESOURCE32033
CLB17671 RESOURCE39888
CLB7996 RESOURCE30598
CLB4584 RESOURCE3591
CLB4994 RESOURCE6561
CLB14766 RESOURCE37975
CLB5808 RESOURCE15179
CLB9425 RESOURCE42377
CLB4990 RESOURCE7518
CLB17670 RESOURCE39889
CLB1517 RESOURCE51380
CLB5626 RESOURCE9530
CLB4587 RESOURCE5029
CLB18169 RESOURCE34047
CLB17811 RESOURCE36441
CLB5000 RESOURCE7040
CLB5703 RESOURCE50422
CLB8435 RESOURCE35005
CLB8287 RESOURCE32036
CLB4996 RESOURCE7997
CLB4632 RESOURCE717
CLB7971 RESOURCE21502
CLB6371 RESOURCE24471
CLB8208 RESOURCE31557
CLB18357 RESOURCE30599
CLB7250 RESOURCE18532
CLB17684 RESOURCE38932
CLB6162 RESOURCE18533
CLB18354 RESOURCE29640
CLB18146 RESOURCE32993
CLB5688 RESOURCE12020
CLB18358 RESOURCE31076
CLB18359 RESOURCE31558
CLB5121 RESOURCE5604
CLB5917 RESOURCE14701
CLB5692 RESOURCE50423
CLB18112 RESOURCE35962
CLB6163 RESOURCE48411
CLB4634 RESOURCE1197
CLB6498 RESOURCE29641
